BSUB_gene	ident	ECOLI_gene
BSU39310	0.01	NaN
BSU39320	0.01	NaN
BSU39330	0.01	NaN
BSU39339	0.01	NaN
BSU39340	0.01	NaN
BSU39350	0.29	b2706
BSU39360	0.01	NaN
BSU39370	0.21	b2883
BSU39380	0.01	NaN
BSU39390	0.01	NaN
BSU39400	0.46	b4382
BSU39410	0.60	b2393
BSU39420	0.34	b4381
BSU39430	0.32	b4295
BSU39440	0.35	b0498
BSU39450	0.42	b2452
BSU39460	0.01	NaN
BSU39470	0.01	NaN
BSU39480	0.01	NaN
BSU39490	0.01	NaN
BSU39500	0.01	NaN
BSU39510	0.01	NaN
BSU39520	0.29	b1012
BSU39530	0.01	NaN
BSU39540	0.01	NaN
BSU39550	0.51	b3697
BSU39560	0.01	NaN
BSU39570	0.01	NaN
BSU39580	0.26	b1214
BSU39590	0.01	NaN
BSU39600	0.01	NaN
BSU39610	0.01	NaN
BSU39620	0.01	NaN
BSU39630	0.27	b0496
BSU39640	0.01	NaN
BSU39650	0.01	NaN
BSU39660	0.01	NaN
BSU39670	0.01	NaN
BSU39680	0.25	b2739
BSU39690	0.01	NaN
BSU39700	0.01	NaN
BSU39710	0.01	NaN
BSU39720	0.21	b4474
BSU39730	0.01	NaN
BSU39740	0.29	b3526
BSU39750	0.01	NaN
BSU39760	0.01	NaN
BSU39770	0.01	NaN
BSU39780	0.01	NaN
BSU39790	0.01	NaN
BSU39800	0.01	NaN
BSU39810	0.01	NaN
BSU39820	0.39	b0473
BSU39830	0.01	NaN
BSU39840	0.01	NaN
BSU39850	0.01	NaN
BSU39860	0.01	NaN
BSU39870	0.01	NaN
BSU39880	0.25	b1128
BSU39890	0.01	NaN
BSU39900	0.01	NaN
BSU39910	0.01	NaN
BSU39920	0.01	NaN
BSU39930	0.01	NaN
BSU39940	0.26	b2512
BSU39950	0.28	b2279
BSU39960	0.01	NaN
BSU39970	0.30	b2152
BSU39980	0.01	NaN
BSU39990	0.29	b1649
BSU40000	0.01	NaN
BSU40010	0.36	b4144
BSU40021	0.01	NaN
BSU40022	0.37	b2142
BSU40030	0.01	NaN
BSU40040	0.59	b3124
BSU40050	0.01	NaN
BSU40060	0.01	NaN
BSU40070	0.60	b4296
BSU40080	0.01	NaN
BSU40090	0.65	b0605
BSU40100	0.57	b0606
BSU40110	0.66	b2901
BSU40120	0.01	NaN
BSU40130	0.01	NaN
BSU40139	0.01	NaN
BSU40140	0.01	NaN
BSU40150	0.01	NaN
BSU40160	0.01	NaN
BSU40170	0.01	NaN
BSU40180	0.01	NaN
BSU40190	0.01	NaN
BSU40200	0.01	NaN
BSU40210	0.01	NaN
BSU40220	0.27	b3032
BSU40230	0.31	b0636
BSU40239	0.01	NaN
BSU40240	0.01	NaN
BSU40250	0.01	NaN
BSU40259	0.01	NaN
BSU40260	0.01	NaN
BSU40270	0.01	NaN
BSU40280	0.01	NaN
BSU40290	0.01	NaN
BSU40300	0.01	NaN
BSU40310	0.01	NaN
BSU40320	0.01	NaN
BSU40330	0.01	NaN
BSU40340	0.01	NaN
BSU40350	0.44	b2220
BSU40360	0.01	NaN
BSU40370	0.01	NaN
BSU40380	0.01	NaN
BSU40390	0.01	NaN
BSU40400	0.01	NaN
BSU40410	0.01	NaN
BSU40420	0.48	b4177
BSU40430	0.01	NaN
BSU40440	0.46	b4052
BSU40450	0.01	NaN
BSU40460	0.01	NaN
BSU40470	0.01	NaN
BSU40480	0.42	b1791
BSU40490	0.01	NaN
BSU40500	0.33	b4203
BSU40510	0.01	NaN
BSU40520	0.01	NaN
BSU40529	0.01	NaN
BSU40530	0.01	NaN
BSU40540	0.01	NaN
BSU40550	0.01	NaN
BSU40560	0.01	NaN
BSU40570	0.01	NaN
BSU40580	0.01	NaN
BSU40590	0.01	NaN
BSU40600	0.01	NaN
BSU40610	0.01	NaN
BSU40620	0.01	NaN
BSU40630	0.01	NaN
BSU40640	0.01	NaN
BSU40650	0.01	NaN
BSU40660	0.43	b1596
BSU40670	0.29	b3961
BSU40680	0.30	b2267
BSU40690	0.01	NaN
BSU40700	0.01	NaN
BSU40710	0.01	NaN
BSU40720	0.01	NaN
BSU40730	0.01	NaN
BSU40740	0.01	NaN
BSU40750	0.31	b4057
BSU40760	0.01	NaN
BSU40770	0.01	NaN
BSU40790	0.01	NaN
BSU40800	0.27	b3292
BSU40810	0.01	NaN
BSU40820	0.01	NaN
BSU40830	0.01	NaN
BSU40840	0.29	b1769
BSU40850	0.65	b0459
BSU40860	0.01	NaN
BSU40870	0.01	NaN
BSU40880	0.32	b1749
BSU40890	0.58	b4202
BSU40900	0.33	b4059
BSU40910	0.30	b4200
BSU40920	0.56	b1203
BSU40930	0.01	NaN
BSU40939	0.29	b4469
BSU40940	0.31	b1871
BSU40950	0.01	NaN
BSU40960	0.37	b1365
BSU40970	0.01	NaN
BSU40980	0.01	NaN
BSU40990	0.33	b0601
BSU41000	0.34	b3740
BSU41010	0.53	b3741
BSU41020	0.34	b3706
BSU41030	0.01	NaN
BSU41040	0.37	b3705
BSU41050	0.30	b3704
BSU41060	0.68	b3703
